name,部位,短命,ASSASSIN HONED,BALANCED,破滅,BATTLE LUST,BERSERK,吸血,BONE BREAKER,補強不可,詠唱集中,CHAOS DAMAGE,CRAFT BONUS,CRAFT EXCEPTIONAL BONUS,CURSED,CURSE REMOVAL,物理,炎,冷気,毒,エネルギー,HP変換,HP変換(物理),HP変換(炎),HP変換(冷気),HP変換(毒),HP変換(エネルギー),手持ちダメージ,ダメージ修正,回避,DEX,DURABILITY BONUS,POT強化,CR,FC,FOCUS,炎エリア,冷気エリア,毒エリア,エネルギーエリア,命中,Curse,Dispel,STMダウン,Fireball,Harm,HPリーチ,Lightning,命中低下,回避低下,Magic Arrow,Mana Drain,MPリーチ,HP,HP回復,STMリーチ,INT,LAST PARRY CHANCE,矢弾コスト,MPコスト,秘薬コスト,装備条件,幸運,瞑想可,魔道手持ち,MP,MANA PHASE,MP回復,MASSIVE,NIGHT SIGHT,PRIZED,RANDOM PROTECTION,RANDOM KILLER,RANDOM SUMMONER,麻痺カウンター,物理ダメージ反射,REPLENISH CHARGES,物理抵抗,炎抵抗,冷気抵抗,毒抵抗,エネルギー抵抗,RESONANCE,SEARING,自己修復,SOUL CHARGE,SPARKS,詠唱可,呪文ダメージ,詠唱集中,破片残留,STM,STM回復,STR,SWARM,速度増,TOXIC WEAPON,UNWIELDY,ベスト,VELOCITY,WARD REMOVAL,重量軽減,WILDFIRE REMOVAL,耐久性,装備STR,基礎ダメージ,基礎速度,基礎重量,片手,両手,基礎スキル,射程,4G,除外,略,date,url,備考,,,,,,,,,,,,,
In Corp Mani Xen,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Inavlis’s Burchete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Ophidian War,,,,,,,,,,,,,
Jade Snake Head,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Jumu’s Sacred Hide,,,,,,,,,,,,,,,,,,,,,,,,,,15,,20,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-eodon/,-,,,,,,,,,,,,,
Juo’nar’s Grimoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-eodon/,[NECROMANCY +15,,,,,,,,,,,,,
Kaelvok’s Cincture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Katakotl’s Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Kotl City and The Undead Lords,,,,,,,,,,,,,
Lantern of Shadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Legendary Mapmaker’s Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/,[– 5 CARTOGRAPHY BONUS (RANDOM) 1],,,,,,,,,,,,,
Libram of the Stormy Seas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shrouded Sails,,,,,,,,,,,,,
Locket Of Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Tears of the Ice Dragon,,,,,,,,,,,,,
Lord Morphius’s Epaulettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,10,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords,,,,,,,,,,,,,
Lord Morphius’s Tabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,10,,,,,,,,,10,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum],,,,,,,,,,,,,
Mantle of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the archlich,,,,,,,,,,,,,
Mark of the Destroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Horrors of the Dark Champion Spawn,,,,,,,,,,,,,
Mark of Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,,250,,,10,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire],,,,,,,,,,,,,
Mask of Khal Ankur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Khaldun,,,,,,,,,,,,,
Monstrous Interred Grizzle Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-mondains-legacy-peerless/,[EXCEPTION],,,,,,,,,,,,,
Mordrax’s Compendium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Mushroom Cultivator’s Apron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Obsidian Blade,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,10,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,35,15–16,3.5,1,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Ozymandias’ Obi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,10,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-eodon/,-,,,,,,,,,,,,,
Paladin Fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,45,10–14,2.5,9,*,,FENCING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,,,,,,,,,,,,,
Paladin Hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,65,15–18,3.25,10,,*,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,,,,,,,,,,,,,
Paladin Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,255/255,20,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,,,,,,,,,,,,,
Petrified Matriarch’s Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,10,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Planeshield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,*,,,,,,,,,,,,,,,,VARIABLE,45,,,7,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Planesword,,,,,,,,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,VARIABLE,35,15–16,3.5,7,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny],,,,,,,,,,,,,
Portal Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Putrid Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,95,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,NECROMANCY +5,INCREASED KARMA LOSS 5%],,,,,,,,,,,
Ranger’s Cloak of Augmentation,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue \nand Treasures of The Undead Lords\nShrouded Sails],,,,,,,,,,,,,
Relvinian’s Spellbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Demonic Forces,,,,,,,,,,,,,
Riftbreaker Quiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,30,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Riftbreaker Wing Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,10,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Riftwarden’s Blade,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,*,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Riftwarden’s Codex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Riftwarden’s Eviscerator,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,100,,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,*,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Riftwarden’s Mangler,,,,,,,,,,*,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,50,,,,,,,,40,,,50,,,40,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,255/255,45,12–16,3,6,,*,ARCHERY,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Riftwarden’s Pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,10,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Robe of the Dark Monk,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,,,,,,,,,,,,,
Scabbard of Juo’nar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Scepter of Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,70,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Doom,,,,,,,,,,,,,
Sea Tempest’s Bulwark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,*,,,,,,,,,,,,,,,,255/255,20,,,8,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shrouded Sails,,,,,,,,,,,,,
Sentinel’s Mempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,12,,4,,,,,,,,,,255/255,50,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Sentinel’s Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,5,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,12,,4,,,,,,,,,,255/255,,,,1,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands. Draconic Awakening,,,,,,,,,,,,,
Serpent Skin Quiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,,,,,8,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath and Counterfeit Commodities,,,,,,,,,,,,,
Serpent Skin Wing Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath and Counterfeit Commodities,,,,,,,,,,,,,
Serpent’s Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,125,,,,,,,*,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands],,,,,,,,,,,,,
Shadeweaver’s Embrace,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Shadow Cloak of Rejuvenation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Shadow Master’s Talisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Shadow Reaver’s Cloak,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,2,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,255/255,10,,,4,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Shadowbane Tabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening],,,,,,,,,,,,,
Shadows Fury,,,,,,,,,,,,,,,,,,,,,100,,,,,,,30,,,,,,,,,,,,70,,,,,,,50,,50,,,,50,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Silver Branch Bow,,,,,*,,,,,*,,,,,,,,100,,,,,,,,,,25,,,,,,,,,,,,,10,,,,,,40,35,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,,13–17,3.25,8,,,ARCHERY,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Silver Tipped Cyclone,,,,,*,,,,,*,,,,,,,,100,,,,,,,,,,25,,,,,,,,,,,,,10,,,,,,40,35,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,,13–17,3.25,6,,,THROWING,9,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Solaria’s Secret Poisons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,15,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,,,,,,,,,,,,,
Splinter from the Tree of strife,,*,,,,*,,,,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,255/255,20,10–12,2,7,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,,,,,,,,,,,,,
Staff of Pyros,,,,,,,,,,,,,,,,,,100,,,,,,,,,,30,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,255/255,35,13–16,2.75,6,,*,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny,,,,,,,,,,,,,
Sterling Silver Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Doom,,,,,,,,,,,,,
Stone Arms of Virtue Bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,,,*,,,,,,,,,,,,20,,21,9,6,24,8,,,,,,,,,,,,,,,,,,,,,,255/255,40,,,10,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue,,,,,,,,,,,,,
Storm Lord’s Steel,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,255/255,20,10–14,2.5,5,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
